From	To	Distance	Type
Myositis	Salmonella Infections	4	inter
Myositis	Sarcoma	3	inter
Myositis	Sarcoma, Ewing	3	inter
Myositis	Sarcoma, Kaposi	3	inter
Myositis	Sarcoma, Synovial	4	inter
Myositis	Schistosomiasis japonica	3	inter
Myositis	Schizophrenia	3	inter
Myositis	Scleroderma, Localized	3	inter
Myositis	Scleroderma, Systemic	3	inter
Myositis	Seizures	3	intra
Myositis	Seminoma	3	inter
Myositis	Sepsis	3	inter
Myositis	Sezary Syndrome	3	inter
Myositis	Shock, Hemorrhagic	2	inter
Myositis	Sjogren's Syndrome	2	inter
Myositis	Small Cell Lung Carcinoma	2	inter
Myositis	Solitary Fibrous Tumor, Pleural	3	inter
Myositis	Spinal Cord Injuries	2	intra
Myositis	Spinal Stenosis	3	inter
Myositis	Spondylitis, Ankylosing	3	inter
Myositis	Squamous Cell Carcinoma, Esophageal	2	inter
Myositis	Squamous Cell Carcinoma, Head and Neck	2	inter
Myositis	Stomach Neoplasms	3	inter
Myositis	Stroke	2	intra
Myositis	Subarachnoid Hemorrhage	3	inter
Myositis	Telangiectasia, Hereditary Hemorrhagic	4	inter
Myositis	Testicular Neoplasms	3	inter
Myositis	Thrombocythemia, Essential	1	inter
Myositis	Thyroid Carcinoma, Anaplastic	2	inter
Myositis	Thyroid Neoplasms	2	inter
Myositis	Thyroiditis, Autoimmune	4	inter
Myositis	Toxoplasmosis	3	inter
Myositis	Triple Negative Breast Neoplasms	2	inter
Myositis	Tuberculosis	2	inter
Myositis	Urinary Bladder Neoplasms	3	inter
Myositis	Uterine Cervical Neoplasms	3	inter
Myositis	Uveal Melanoma	3	inter
Myositis	Vitiligo	3	inter
Myositis	Waldenstrom Macroglobulinemia	3	inter
Myotonic Dystrophy	Nasopharyngeal Neoplasms	2	inter
Myotonic Dystrophy	Neoplasms	3	inter
Myotonic Dystrophy	Nephrosclerosis	2	inter
Myotonic Dystrophy	Nephrotic Syndrome	2	inter
Myotonic Dystrophy	Nervous System Diseases	2	intra
Myotonic Dystrophy	Neurilemmoma	2	inter
Myotonic Dystrophy	Neuroblastoma	3	inter
Myotonic Dystrophy	Neurodegenerative Diseases	3	intra
Myotonic Dystrophy	Neuroma	3	inter
Myotonic Dystrophy	Neurotoxicity Syndromes	3	intra
Myotonic Dystrophy	Niemann-Pick Disease, Type C	3	intra
Myotonic Dystrophy	Non-alcoholic Fatty Liver Disease	2	inter
Myotonic Dystrophy	Obesity	1	inter
Myotonic Dystrophy	Osteoarthritis	2	inter
Myotonic Dystrophy	Osteoarthritis, Knee	2	inter
Myotonic Dystrophy	Osteogenesis Imperfecta	1	inter
Myotonic Dystrophy	Osteonecrosis	2	inter
Myotonic Dystrophy	Osteoporosis	3	inter
Myotonic Dystrophy	Osteosarcoma	2	inter
Myotonic Dystrophy	Otitis Media	2	inter
Myotonic Dystrophy	Ovarian Neoplasms	3	inter
Myotonic Dystrophy	Pancreatic Neoplasms	3	inter
Myotonic Dystrophy	Pancreatitis, Acute Necrotizing	2	inter
Myotonic Dystrophy	Papillomaviridae	2	inter
Myotonic Dystrophy	Parkinson Disease	1	intra
Myotonic Dystrophy	Periodontal Diseases	2	inter
Myotonic Dystrophy	Periodontitis	3	inter
Myotonic Dystrophy	Peritonitis	2	inter
Myotonic Dystrophy	Pheochromocytoma	3	inter
Myotonic Dystrophy	Pituitary Neoplasms	1	inter
Myotonic Dystrophy	Polycystic Ovary Syndrome	4	inter
Myotonic Dystrophy	Polycythemia Vera	2	inter
Myotonic Dystrophy	Pre-Eclampsia	2	inter
Myotonic Dystrophy	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Myotonic Dystrophy	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1	inter
Myotonic Dystrophy	Pregnancy, Ectopic	3	inter
Myotonic Dystrophy	Prion Diseases	2	intra
Myotonic Dystrophy	Prostatic Neoplasms	3	inter
Myotonic Dystrophy	Psoriasis	2	inter
Myotonic Dystrophy	Pulmonary Disease, Chronic Obstructive	2	inter
Myotonic Dystrophy	Pulmonary Fibrosis	3	inter
Myotonic Dystrophy	Rectal Neoplasms	3	inter
Myotonic Dystrophy	Reperfusion Injury	2	inter
Myotonic Dystrophy	Respiratory Distress Syndrome, Adult	3	inter
Myotonic Dystrophy	Respiratory Syncytial Virus Infections	2	inter
Myotonic Dystrophy	Retinal Degeneration	3	inter
Myotonic Dystrophy	Retinal Neovascularization	2	inter
Myotonic Dystrophy	Retinitis Pigmentosa	2	inter
Myotonic Dystrophy	Retinoblastoma	2	inter
Myotonic Dystrophy	Rhabdomyosarcoma	1	inter
Myotonic Dystrophy	Rhinitis, Allergic	3	inter
Myotonic Dystrophy	Rhinitis, Allergic, Perennial	2	inter
Myotonic Dystrophy	Rhinitis, Vasomotor	4	inter
Myotonic Dystrophy	Salivary Gland Neoplasms	3	inter
Myotonic Dystrophy	Salmonella Infections	2	inter
Myotonic Dystrophy	Sarcoma	1	inter
Myotonic Dystrophy	Sarcoma, Ewing	3	inter
Myotonic Dystrophy	Sarcoma, Kaposi	2	inter
Myotonic Dystrophy	Sarcoma, Synovial	3	inter
Myotonic Dystrophy	Schistosomiasis japonica	2	inter
Myotonic Dystrophy	Schizophrenia	2	inter
Myotonic Dystrophy	Scleroderma, Localized	3	inter
Myotonic Dystrophy	Scleroderma, Systemic	3	inter
Myotonic Dystrophy	Seizures	1	intra
Myotonic Dystrophy	Seminoma	3	inter
Myotonic Dystrophy	Sepsis	3	inter
Myotonic Dystrophy	Sezary Syndrome	3	inter
Myotonic Dystrophy	Shock, Hemorrhagic	2	inter
Myotonic Dystrophy	Sjogren's Syndrome	2	inter
Myotonic Dystrophy	Small Cell Lung Carcinoma	1	inter
Myotonic Dystrophy	Solitary Fibrous Tumor, Pleural	2	inter
Myotonic Dystrophy	Spinal Cord Injuries	2	intra
Myotonic Dystrophy	Spinal Stenosis	2	inter
Myotonic Dystrophy	Spondylitis, Ankylosing	3	inter
Myotonic Dystrophy	Squamous Cell Carcinoma, Esophageal	2	inter
Myotonic Dystrophy	Squamous Cell Carcinoma, Head and Neck	2	inter
Myotonic Dystrophy	Stomach Neoplasms	3	inter
Myotonic Dystrophy	Stroke	2	intra
Myotonic Dystrophy	Subarachnoid Hemorrhage	3	inter
Myotonic Dystrophy	Telangiectasia, Hereditary Hemorrhagic	3	inter
Myotonic Dystrophy	Testicular Neoplasms	3	inter
Myotonic Dystrophy	Thrombocythemia, Essential	2	inter
Myotonic Dystrophy	Thyroid Carcinoma, Anaplastic	2	inter
Myotonic Dystrophy	Thyroid Neoplasms	2	inter
Myotonic Dystrophy	Thyroiditis, Autoimmune	2	inter
Myotonic Dystrophy	Toxoplasmosis	3	inter
Myotonic Dystrophy	Triple Negative Breast Neoplasms	2	inter
Myotonic Dystrophy	Tuberculosis	2	inter
Myotonic Dystrophy	Urinary Bladder Neoplasms	3	inter
Myotonic Dystrophy	Uterine Cervical Neoplasms	2	inter
Myotonic Dystrophy	Uveal Melanoma	3	inter
Myotonic Dystrophy	Vitiligo	3	inter
Myotonic Dystrophy	Waldenstrom Macroglobulinemia	2	inter
Nasopharyngeal Neoplasms	Neoplasms	1	intra
Nasopharyngeal Neoplasms	Nephrosclerosis	3	inter
Nasopharyngeal Neoplasms	Nephrotic Syndrome	2	inter
Nasopharyngeal Neoplasms	Nervous System Diseases	3	inter
Nasopharyngeal Neoplasms	Neurilemmoma	2	intra
Nasopharyngeal Neoplasms	Neuroblastoma	2	intra
Nasopharyngeal Neoplasms	Neurodegenerative Diseases	4	inter
Nasopharyngeal Neoplasms	Neuroma	3	intra
Nasopharyngeal Neoplasms	Neurotoxicity Syndromes	3	inter
Nasopharyngeal Neoplasms	Niemann-Pick Disease, Type C	3	inter
Nasopharyngeal Neoplasms	Non-alcoholic Fatty Liver Disease	3	inter
Nasopharyngeal Neoplasms	Obesity	2	inter
Nasopharyngeal Neoplasms	Osteoarthritis	2	inter
Nasopharyngeal Neoplasms	Osteoarthritis, Knee	3	inter
Nasopharyngeal Neoplasms	Osteogenesis Imperfecta	2	inter
Nasopharyngeal Neoplasms	Osteonecrosis	2	inter
Nasopharyngeal Neoplasms	Osteoporosis	2	inter
Nasopharyngeal Neoplasms	Osteosarcoma	2	intra
Nasopharyngeal Neoplasms	Otitis Media	3	inter
Nasopharyngeal Neoplasms	Ovarian Neoplasms	1	intra
Nasopharyngeal Neoplasms	Pancreatic Neoplasms	2	intra
Nasopharyngeal Neoplasms	Pancreatitis, Acute Necrotizing	3	inter
Nasopharyngeal Neoplasms	Papillomaviridae	3	inter
Nasopharyngeal Neoplasms	Parkinson Disease	1	inter
Nasopharyngeal Neoplasms	Periodontal Diseases	3	inter
Nasopharyngeal Neoplasms	Periodontitis	1	inter
Nasopharyngeal Neoplasms	Peritonitis	3	inter
Nasopharyngeal Neoplasms	Pheochromocytoma	3	intra
Nasopharyngeal Neoplasms	Pituitary Neoplasms	2	intra
Nasopharyngeal Neoplasms	Polycystic Ovary Syndrome	4	inter
Nasopharyngeal Neoplasms	Polycythemia Vera	3	inter
Nasopharyngeal Neoplasms	Pre-Eclampsia	2	inter
Nasopharyngeal Neoplasms	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	intra
Nasopharyngeal Neoplasms	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	intra
Nasopharyngeal Neoplasms	Pregnancy, Ectopic	3	inter
Nasopharyngeal Neoplasms	Prion Diseases	1	inter
Nasopharyngeal Neoplasms	Prostatic Neoplasms	2	intra
Nasopharyngeal Neoplasms	Psoriasis	2	inter
Nasopharyngeal Neoplasms	Pulmonary Disease, Chronic Obstructive	2	inter
Nasopharyngeal Neoplasms	Pulmonary Fibrosis	3	inter
Nasopharyngeal Neoplasms	Rectal Neoplasms	3	intra
Nasopharyngeal Neoplasms	Reperfusion Injury	2	inter
Nasopharyngeal Neoplasms	Respiratory Distress Syndrome, Adult	3	inter
Nasopharyngeal Neoplasms	Respiratory Syncytial Virus Infections	3	inter
Nasopharyngeal Neoplasms	Retinal Degeneration	3	inter
Nasopharyngeal Neoplasms	Retinal Neovascularization	2	inter
Nasopharyngeal Neoplasms	Retinitis Pigmentosa	3	inter
Nasopharyngeal Neoplasms	Retinoblastoma	2	intra
Nasopharyngeal Neoplasms	Rhabdomyosarcoma	3	intra
Nasopharyngeal Neoplasms	Rhinitis, Allergic	2	inter
Nasopharyngeal Neoplasms	Rhinitis, Allergic, Perennial	2	inter
Nasopharyngeal Neoplasms	Rhinitis, Vasomotor	3	inter
Nasopharyngeal Neoplasms	Salivary Gland Neoplasms	1	intra
Nasopharyngeal Neoplasms	Salmonella Infections	3	inter
Nasopharyngeal Neoplasms	Sarcoma	3	intra
Nasopharyngeal Neoplasms	Sarcoma, Ewing	3	intra
Nasopharyngeal Neoplasms	Sarcoma, Kaposi	1	intra
Nasopharyngeal Neoplasms	Sarcoma, Synovial	3	intra
Nasopharyngeal Neoplasms	Schistosomiasis japonica	3	inter
Nasopharyngeal Neoplasms	Schizophrenia	2	inter
Nasopharyngeal Neoplasms	Scleroderma, Localized	3	inter
Nasopharyngeal Neoplasms	Scleroderma, Systemic	2	inter
Nasopharyngeal Neoplasms	Seizures	1	inter
Nasopharyngeal Neoplasms	Seminoma	3	intra
Nasopharyngeal Neoplasms	Sepsis	3	inter
Nasopharyngeal Neoplasms	Sezary Syndrome	3	inter
Nasopharyngeal Neoplasms	Shock, Hemorrhagic	3	inter
Nasopharyngeal Neoplasms	Sjogren's Syndrome	3	inter
Nasopharyngeal Neoplasms	Small Cell Lung Carcinoma	2	intra
Nasopharyngeal Neoplasms	Solitary Fibrous Tumor, Pleural	2	intra
Nasopharyngeal Neoplasms	Spinal Cord Injuries	1	inter
Nasopharyngeal Neoplasms	Spinal Stenosis	2	inter
Nasopharyngeal Neoplasms	Spondylitis, Ankylosing	2	inter
Nasopharyngeal Neoplasms	Squamous Cell Carcinoma, Esophageal	2	intra
Nasopharyngeal Neoplasms	Squamous Cell Carcinoma, Head and Neck	2	intra
Nasopharyngeal Neoplasms	Stomach Neoplasms	2	intra
Nasopharyngeal Neoplasms	Stroke	3	inter
Nasopharyngeal Neoplasms	Subarachnoid Hemorrhage	3	inter
Nasopharyngeal Neoplasms	Telangiectasia, Hereditary Hemorrhagic	3	inter
Nasopharyngeal Neoplasms	Testicular Neoplasms	3	intra
Nasopharyngeal Neoplasms	Thrombocythemia, Essential	3	inter
Nasopharyngeal Neoplasms	Thyroid Carcinoma, Anaplastic	2	intra
Nasopharyngeal Neoplasms	Thyroid Neoplasms	2	intra
Nasopharyngeal Neoplasms	Thyroiditis, Autoimmune	2	inter
Nasopharyngeal Neoplasms	Toxoplasmosis	3	inter
Nasopharyngeal Neoplasms	Triple Negative Breast Neoplasms	1	intra
Nasopharyngeal Neoplasms	Tuberculosis	2	inter
Nasopharyngeal Neoplasms	Urinary Bladder Neoplasms	2	intra
Nasopharyngeal Neoplasms	Uterine Cervical Neoplasms	2	intra
Nasopharyngeal Neoplasms	Uveal Melanoma	2	intra
Nasopharyngeal Neoplasms	Vitiligo	2	inter
Nasopharyngeal Neoplasms	Waldenstrom Macroglobulinemia	2	inter
Neoplasms	Nephrosclerosis	2	inter
Neoplasms	Nephrotic Syndrome	3	inter
Neoplasms	Nervous System Diseases	2	inter
Neoplasms	Neurilemmoma	2	intra
Neoplasms	Neuroblastoma	2	intra
Neoplasms	Neurodegenerative Diseases	4	inter
Neoplasms	Neuroma	2	intra
Neoplasms	Neurotoxicity Syndromes	3	inter
Neoplasms	Niemann-Pick Disease, Type C	2	inter
Neoplasms	Non-alcoholic Fatty Liver Disease	2	inter
Neoplasms	Obesity	2	inter
Neoplasms	Osteoarthritis	3	inter
Neoplasms	Osteoarthritis, Knee	2	inter
Neoplasms	Osteogenesis Imperfecta	3	inter
Neoplasms	Osteonecrosis	3	inter
Neoplasms	Osteoporosis	3	inter
Neoplasms	Osteosarcoma	2	intra
Neoplasms	Otitis Media	3	inter
Neoplasms	Ovarian Neoplasms	1	intra
Neoplasms	Pancreatic Neoplasms	2	intra
Neoplasms	Pancreatitis, Acute Necrotizing	3	inter
Neoplasms	Papillomaviridae	2	inter
Neoplasms	Parkinson Disease	2	inter
Neoplasms	Periodontal Diseases	2	inter
Neoplasms	Periodontitis	2	inter
Neoplasms	Peritonitis	2	inter
Neoplasms	Pheochromocytoma	2	intra
Neoplasms	Pituitary Neoplasms	2	intra
Neoplasms	Polycystic Ovary Syndrome	3	inter
Neoplasms	Polycythemia Vera	2	inter
Neoplasms	Pre-Eclampsia	1	inter
Neoplasms	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2	intra
Neoplasms	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	3	intra
Neoplasms	Pregnancy, Ectopic	2	inter
Neoplasms	Prion Diseases	2	inter
Neoplasms	Prostatic Neoplasms	3	intra
Neoplasms	Psoriasis	2	inter
Neoplasms	Pulmonary Disease, Chronic Obstructive	2	inter
Neoplasms	Pulmonary Fibrosis	2	inter
Neoplasms	Rectal Neoplasms	3	intra
Neoplasms	Reperfusion Injury	2	inter
Neoplasms	Respiratory Distress Syndrome, Adult	3	inter
Neoplasms	Respiratory Syncytial Virus Infections	2	inter
Neoplasms	Retinal Degeneration	3	inter
Neoplasms	Retinal Neovascularization	2	inter
Neoplasms	Retinitis Pigmentosa	3	inter
Neoplasms	Retinoblastoma	2	intra
Neoplasms	Rhabdomyosarcoma	2	intra
Neoplasms	Rhinitis, Allergic	2	inter
Neoplasms	Rhinitis, Allergic, Perennial	2	inter
Neoplasms	Rhinitis, Vasomotor	3	inter
Neoplasms	Salivary Gland Neoplasms	2	intra
Neoplasms	Salmonella Infections	2	inter
Neoplasms	Sarcoma	2	intra
Neoplasms	Sarcoma, Ewing	3	intra
Neoplasms	Sarcoma, Kaposi	1	intra
Neoplasms	Sarcoma, Synovial	3	intra
Neoplasms	Schistosomiasis japonica	3	inter
Neoplasms	Schizophrenia	2	inter
Neoplasms	Scleroderma, Localized	3	inter
Neoplasms	Scleroderma, Systemic	2	inter
Neoplasms	Seizures	2	inter
Neoplasms	Seminoma	3	intra
Neoplasms	Sepsis	2	inter
Neoplasms	Sezary Syndrome	2	inter
Neoplasms	Shock, Hemorrhagic	2	inter
Neoplasms	Sjogren's Syndrome	2	inter
Neoplasms	Small Cell Lung Carcinoma	2	intra
Neoplasms	Solitary Fibrous Tumor, Pleural	3	intra
Neoplasms	Spinal Cord Injuries	2	inter
Neoplasms	Spinal Stenosis	2	inter
Neoplasms	Spondylitis, Ankylosing	2	inter
Neoplasms	Squamous Cell Carcinoma, Esophageal	1	intra
Neoplasms	Squamous Cell Carcinoma, Head and Neck	1	intra
Neoplasms	Stomach Neoplasms	1	intra
Neoplasms	Stroke	2	inter
Neoplasms	Subarachnoid Hemorrhage	3	inter
Neoplasms	Telangiectasia, Hereditary Hemorrhagic	3	inter
Neoplasms	Testicular Neoplasms	3	intra
Neoplasms	Thrombocythemia, Essential	2	inter
Neoplasms	Thyroid Carcinoma, Anaplastic	2	intra
Neoplasms	Thyroid Neoplasms	2	intra
Neoplasms	Thyroiditis, Autoimmune	3	inter
Neoplasms	Toxoplasmosis	2	inter
Neoplasms	Triple Negative Breast Neoplasms	1	intra
Neoplasms	Tuberculosis	2	inter
Neoplasms	Urinary Bladder Neoplasms	1	intra
Neoplasms	Uterine Cervical Neoplasms	2	intra
Neoplasms	Uveal Melanoma	2	intra
Neoplasms	Vitiligo	2	inter
Neoplasms	Waldenstrom Macroglobulinemia	2	inter
Nephrosclerosis	Nephrotic Syndrome	3	intra
Nephrosclerosis	Nervous System Diseases	2	inter
Nephrosclerosis	Neurilemmoma	2	inter
Nephrosclerosis	Neuroblastoma	2	inter
Nephrosclerosis	Neurodegenerative Diseases	4	inter
Nephrosclerosis	Neuroma	2	inter
Nephrosclerosis	Neurotoxicity Syndromes	3	inter
Nephrosclerosis	Niemann-Pick Disease, Type C	2	inter
Nephrosclerosis	Non-alcoholic Fatty Liver Disease	1	inter
Nephrosclerosis	Obesity	2	inter
Nephrosclerosis	Osteoarthritis	2	inter
Nephrosclerosis	Osteoarthritis, Knee	3	inter
Nephrosclerosis	Osteogenesis Imperfecta	3	inter
Nephrosclerosis	Osteonecrosis	2	inter
Nephrosclerosis	Osteoporosis	4	inter
Nephrosclerosis	Osteosarcoma	2	inter
Nephrosclerosis	Otitis Media	3	inter
Nephrosclerosis	Ovarian Neoplasms	2	inter
Nephrosclerosis	Pancreatic Neoplasms	2	inter
Nephrosclerosis	Pancreatitis, Acute Necrotizing	3	inter
Nephrosclerosis	Papillomaviridae	3	inter
Nephrosclerosis	Parkinson Disease	3	inter
Nephrosclerosis	Periodontal Diseases	3	inter
Nephrosclerosis	Periodontitis	2	inter
Nephrosclerosis	Peritonitis	2	inter
Nephrosclerosis	Pheochromocytoma	2	inter
Nephrosclerosis	Pituitary Neoplasms	2	inter
Nephrosclerosis	Polycystic Ovary Syndrome	4	inter
Nephrosclerosis	Polycythemia Vera	2	inter
Nephrosclerosis	Pre-Eclampsia	2	intra
Nephrosclerosis	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Nephrosclerosis	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Nephrosclerosis	Pregnancy, Ectopic	3	intra
Nephrosclerosis	Prion Diseases	3	inter
Nephrosclerosis	Prostatic Neoplasms	3	inter
Nephrosclerosis	Psoriasis	2	inter
Nephrosclerosis	Pulmonary Disease, Chronic Obstructive	2	inter
Nephrosclerosis	Pulmonary Fibrosis	2	inter
Nephrosclerosis	Rectal Neoplasms	3	inter
Nephrosclerosis	Reperfusion Injury	2	inter
Nephrosclerosis	Respiratory Distress Syndrome, Adult	3	inter
Nephrosclerosis	Respiratory Syncytial Virus Infections	1	inter
Nephrosclerosis	Retinal Degeneration	2	inter
Nephrosclerosis	Retinal Neovascularization	2	inter
Nephrosclerosis	Retinitis Pigmentosa	2	inter
Nephrosclerosis	Retinoblastoma	2	inter
Nephrosclerosis	Rhabdomyosarcoma	3	inter
Nephrosclerosis	Rhinitis, Allergic	2	inter
Nephrosclerosis	Rhinitis, Allergic, Perennial	2	inter
Nephrosclerosis	Rhinitis, Vasomotor	4	inter
Nephrosclerosis	Salivary Gland Neoplasms	3	inter
Nephrosclerosis	Salmonella Infections	3	inter
Nephrosclerosis	Sarcoma	1	inter
Nephrosclerosis	Sarcoma, Ewing	3	inter
Nephrosclerosis	Sarcoma, Kaposi	2	inter
Nephrosclerosis	Sarcoma, Synovial	2	inter
Nephrosclerosis	Schistosomiasis japonica	3	inter
Nephrosclerosis	Schizophrenia	2	inter
Nephrosclerosis	Scleroderma, Localized	2	inter
Nephrosclerosis	Scleroderma, Systemic	3	inter
Nephrosclerosis	Seizures	3	inter
Nephrosclerosis	Seminoma	3	inter
Nephrosclerosis	Sepsis	2	inter
Nephrosclerosis	Sezary Syndrome	2	inter
Nephrosclerosis	Shock, Hemorrhagic	3	inter
Nephrosclerosis	Sjogren's Syndrome	3	inter
Nephrosclerosis	Small Cell Lung Carcinoma	2	inter
Nephrosclerosis	Solitary Fibrous Tumor, Pleural	2	inter
Nephrosclerosis	Spinal Cord Injuries	3	inter
Nephrosclerosis	Spinal Stenosis	2	inter
Nephrosclerosis	Spondylitis, Ankylosing	3	inter
Nephrosclerosis	Squamous Cell Carcinoma, Esophageal	2	inter
Nephrosclerosis	Squamous Cell Carcinoma, Head and Neck	2	inter
Nephrosclerosis	Stomach Neoplasms	2	inter
Nephrosclerosis	Stroke	2	inter
Nephrosclerosis	Subarachnoid Hemorrhage	3	inter
Nephrosclerosis	Telangiectasia, Hereditary Hemorrhagic	1	inter
Nephrosclerosis	Testicular Neoplasms	3	inter
Nephrosclerosis	Thrombocythemia, Essential	3	inter
Nephrosclerosis	Thyroid Carcinoma, Anaplastic	2	inter
Nephrosclerosis	Thyroid Neoplasms	2	inter
Nephrosclerosis	Thyroiditis, Autoimmune	2	inter
Nephrosclerosis	Toxoplasmosis	3	inter
Nephrosclerosis	Triple Negative Breast Neoplasms	2	inter
Nephrosclerosis	Tuberculosis	3	inter
Nephrosclerosis	Urinary Bladder Neoplasms	2	inter
Nephrosclerosis	Uterine Cervical Neoplasms	2	inter
Nephrosclerosis	Uveal Melanoma	2	inter
Nephrosclerosis	Vitiligo	2	inter
Nephrosclerosis	Waldenstrom Macroglobulinemia	2	inter
Nephrotic Syndrome	Nervous System Diseases	3	inter
Nephrotic Syndrome	Neurilemmoma	3	inter
Nephrotic Syndrome	Neuroblastoma	2	inter
Nephrotic Syndrome	Neurodegenerative Diseases	4	inter
Nephrotic Syndrome	Neuroma	2	inter
Nephrotic Syndrome	Neurotoxicity Syndromes	3	inter
Nephrotic Syndrome	Niemann-Pick Disease, Type C	3	inter
Nephrotic Syndrome	Non-alcoholic Fatty Liver Disease	2	inter
Nephrotic Syndrome	Obesity	2	inter
Nephrotic Syndrome	Osteoarthritis	1	inter
Nephrotic Syndrome	Osteoarthritis, Knee	2	inter
Nephrotic Syndrome	Osteogenesis Imperfecta	2	inter
Nephrotic Syndrome	Osteonecrosis	2	inter
Nephrotic Syndrome	Osteoporosis	3	inter
Nephrotic Syndrome	Osteosarcoma	2	inter
Nephrotic Syndrome	Otitis Media	2	inter
Nephrotic Syndrome	Ovarian Neoplasms	3	inter
Nephrotic Syndrome	Pancreatic Neoplasms	3	inter
Nephrotic Syndrome	Pancreatitis, Acute Necrotizing	2	inter
Nephrotic Syndrome	Papillomaviridae	2	inter
Nephrotic Syndrome	Parkinson Disease	3	inter
Nephrotic Syndrome	Periodontal Diseases	2	inter
Nephrotic Syndrome	Periodontitis	2	inter
Nephrotic Syndrome	Peritonitis	2	inter
Nephrotic Syndrome	Pheochromocytoma	2	inter
Nephrotic Syndrome	Pituitary Neoplasms	3	inter
Nephrotic Syndrome	Polycystic Ovary Syndrome	3	inter
Nephrotic Syndrome	Polycythemia Vera	3	inter
Nephrotic Syndrome	Pre-Eclampsia	2	intra
Nephrotic Syndrome	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Nephrotic Syndrome	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Nephrotic Syndrome	Pregnancy, Ectopic	2	intra
Nephrotic Syndrome	Prion Diseases	2	inter
Nephrotic Syndrome	Prostatic Neoplasms	2	inter
Nephrotic Syndrome	Psoriasis	2	inter
